country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,city_ascii,country,lat,lng
India,Bhanjanagar,121.0,Unhealthy for Sensitive Groups,3.0,Good,43.0,Good,2.0,Good,121.0,Unhealthy for Sensitive Groups,,,,
India,Bhanpura,171.0,Unhealthy,1.0,Good,37.0,Good,0.0,Good,171.0,Unhealthy,Bhanpura,India,24.5108,75.7483
India,Bhanpuri,168.0,Unhealthy,1.0,Good,65.0,Moderate,0.0,Good,168.0,Unhealthy,,,,
India,Bhanvad,132.0,Unhealthy for Sensitive Groups,0.0,Good,26.0,Good,0.0,Good,132.0,Unhealthy for Sensitive Groups,Bhanvad,India,21.93,69.78
Nepal,Bharatpur,93.0,Moderate,3.0,Good,69.0,Moderate,0.0,Good,93.0,Moderate,Bharatpur,Nepal,27.6833,84.4333
Nepal,Bharatpur,93.0,Moderate,3.0,Good,69.0,Moderate,0.0,Good,93.0,Moderate,Bharatpur,India,27.22,77.48
India,Bharthana,170.0,Unhealthy,4.0,Good,169.0,Unhealthy,1.0,Good,170.0,Unhealthy,,,,
India,Bharuch,132.0,Unhealthy for Sensitive Groups,1.0,Good,33.0,Good,0.0,Good,132.0,Unhealthy for Sensitive Groups,Bharuch,India,21.712,72.993
India,Bharwari,179.0,Unhealthy,4.0,Good,96.0,Moderate,6.0,Good,179.0,Unhealthy,,,,
India,Bhasawar,194.0,Unhealthy,1.0,Good,43.0,Good,0.0,Good,194.0,Unhealthy,Bhasawar,India,27.0361,77.0528
India,Bhatapara,180.0,Unhealthy,1.0,Good,58.0,Moderate,1.0,Good,180.0,Unhealthy,,,,
India,Bhatkal,72.0,Moderate,0.0,Good,23.0,Good,0.0,Good,72.0,Moderate,Bhatkal,India,13.9853,74.5553
India,Bhatpara,174.0,Unhealthy,6.0,Good,117.0,Unhealthy for Sensitive Groups,6.0,Good,174.0,Unhealthy,Bhatpara,India,22.87,88.41
India,Bhattiprolu,58.0,Moderate,1.0,Good,43.0,Good,0.0,Good,58.0,Moderate,Bhattiprolu,India,16.1026,80.7807
India,Bhavani,57.0,Moderate,1.0,Good,29.0,Good,1.0,Good,57.0,Moderate,Bhavani,India,11.4455,77.6821
India,Bhavnagar,103.0,Unhealthy for Sensitive Groups,1.0,Good,27.0,Good,1.0,Good,103.0,Unhealthy for Sensitive Groups,Bhavnagar,India,21.76,72.15
Pakistan,Bhawana,178.0,Unhealthy,2.0,Good,127.0,Unhealthy for Sensitive Groups,1.0,Good,178.0,Unhealthy,Bhawana,Pakistan,31.5661,72.6461
India,Bhawanigarh,176.0,Unhealthy,4.0,Good,176.0,Unhealthy,1.0,Good,166.0,Unhealthy,Bhawanigarh,India,30.27,76.04
India,Bhawanipatna,159.0,Unhealthy,2.0,Good,66.0,Moderate,0.0,Good,159.0,Unhealthy,Bhawanipatna,India,19.91,83.128
India,Bhayavadar,59.0,Moderate,1.0,Good,21.0,Good,1.0,Good,59.0,Moderate,,,,
Pakistan,Bhera,194.0,Unhealthy,4.0,Good,194.0,Unhealthy,1.0,Good,173.0,Unhealthy,,,,
Bangladesh,Bheramara,86.0,Moderate,3.0,Good,86.0,Moderate,2.0,Good,82.0,Moderate,,,,
India,Bhikangaon,174.0,Unhealthy,2.0,Good,32.0,Good,2.0,Good,174.0,Unhealthy,,,,
India,Bhikhi,162.0,Unhealthy,4.0,Good,42.0,Good,13.0,Good,162.0,Unhealthy,Bhikhi,India,30.07,75.53
India,Bhilai,160.0,Unhealthy,3.0,Good,40.0,Good,5.0,Good,160.0,Unhealthy,Bhilai,India,21.21,81.38
India,Bhilwara,158.0,Unhealthy,1.0,Good,25.0,Good,5.0,Good,158.0,Unhealthy,Bhilwara,India,25.35,74.63
India,Bhimavaram,124.0,Unhealthy for Sensitive Groups,1.0,Good,36.0,Good,1.0,Good,124.0,Unhealthy for Sensitive Groups,Bhimavaram,India,16.543,81.523
India,Bhimunipatnam,155.0,Unhealthy,3.0,Good,93.0,Moderate,2.0,Good,155.0,Unhealthy,Bhimunipatnam,India,17.8846,83.4393
India,Bhind,193.0,Unhealthy,1.0,Good,46.0,Good,0.0,Good,193.0,Unhealthy,Bhind,India,26.5587,78.7871
India,Bhindar,194.0,Unhealthy,1.0,Good,34.0,Good,0.0,Good,194.0,Unhealthy,,,,
India,Bhinga,141.0,Unhealthy for Sensitive Groups,4.0,Good,25.0,Good,9.0,Good,141.0,Unhealthy for Sensitive Groups,,,,
India,Bhinmal,202.0,Very Unhealthy,0.0,Good,34.0,Good,0.0,Good,202.0,Very Unhealthy,,,,
Pakistan,Bhit Shah,157.0,Unhealthy,1.0,Good,24.0,Good,2.0,Good,157.0,Unhealthy,,,,
India,Bhitarwar,230.0,Very Unhealthy,1.0,Good,46.0,Good,0.0,Good,230.0,Very Unhealthy,Bhitarwar,India,25.7922,78.1108
India,Bhiwandi,151.0,Unhealthy,1.0,Good,26.0,Good,1.0,Good,151.0,Unhealthy,Bhiwandi,India,19.2967,73.0631
India,Bhiwani,172.0,Unhealthy,3.0,Good,164.0,Unhealthy,1.0,Good,172.0,Unhealthy,Bhiwani,India,28.78,76.13
Bangladesh,Bhola,165.0,Unhealthy,1.0,Good,44.0,Good,1.0,Good,165.0,Unhealthy,Bhola,Bangladesh,22.6833,90.65
India,Bhongaon,166.0,Unhealthy,4.0,Good,156.0,Unhealthy,1.0,Good,166.0,Unhealthy,,,,
India,Bhongir,98.0,Moderate,1.0,Good,25.0,Good,1.0,Good,98.0,Moderate,Bhongir,India,17.51,78.89
India,Bhopal,162.0,Unhealthy,1.0,Good,39.0,Good,0.0,Good,162.0,Unhealthy,Bhopal,India,23.2599,77.4126
Pakistan,Bhopalwala,153.0,Unhealthy,2.0,Good,131.0,Unhealthy for Sensitive Groups,1.0,Good,153.0,Unhealthy,,,,
India,Bhor,111.0,Unhealthy for Sensitive Groups,0.0,Good,23.0,Good,0.0,Good,111.0,Unhealthy for Sensitive Groups,,,,
India,Bhuban,162.0,Unhealthy,1.0,Good,92.0,Moderate,2.0,Good,162.0,Unhealthy,Bhuban,India,20.882,85.8333
India,Bhubaneswar,132.0,Unhealthy for Sensitive Groups,2.0,Good,53.0,Moderate,2.0,Good,132.0,Unhealthy for Sensitive Groups,,,,
India,Bhuj,155.0,Unhealthy,0.0,Good,28.0,Good,0.0,Good,155.0,Unhealthy,Bhuj,India,23.25,69.67
India,Bhum,94.0,Moderate,1.0,Good,36.0,Good,1.0,Good,94.0,Moderate,,,,
India,Bhusawal,143.0,Unhealthy for Sensitive Groups,0.0,Good,34.0,Good,0.0,Good,143.0,Unhealthy for Sensitive Groups,,,,
India,Bhuvanagiri,91.0,Moderate,2.0,Good,31.0,Good,6.0,Good,91.0,Moderate,,,,
Indonesia,Biak,15.0,Good,0.0,Good,15.0,Good,0.0,Good,5.0,Good,Biak,Indonesia,-1.18,136.08
Poland,Biala Podlaska,42.0,Good,1.0,Good,39.0,Good,0.0,Good,42.0,Good,Biala Podlaska,Poland,52.0333,23.1167
Poland,Bialogard,33.0,Good,0.0,Good,33.0,Good,0.0,Good,26.0,Good,Bialogard,Poland,54.0,15.9833
Poland,Bialystok,54.0,Moderate,1.0,Good,32.0,Good,1.0,Good,54.0,Moderate,Bialystok,Poland,53.1353,23.1456
Italy,Biancavilla,52.0,Moderate,1.0,Good,46.0,Good,0.0,Good,52.0,Moderate,Biancavilla,Italy,37.65,14.8667
Côte d'Ivoire,Biankouma,25.0,Good,1.0,Good,18.0,Good,0.0,Good,25.0,Good,Biankouma,Côte d’Ivoire,7.7333,-7.6167
China,Bianzhuang,193.0,Unhealthy,4.0,Good,193.0,Unhealthy,2.0,Good,164.0,Unhealthy,,,,
Philippines,Biao,35.0,Good,1.0,Good,16.0,Good,0.0,Good,35.0,Good,,,,
India,Biaora,175.0,Unhealthy,1.0,Good,38.0,Good,0.0,Good,175.0,Unhealthy,Biaora,India,23.9163,76.9112
France,Biarritz,40.0,Good,0.0,Good,40.0,Good,0.0,Good,23.0,Good,Biarritz,France,43.48,-1.56
Italy,Biassono,61.0,Moderate,1.0,Good,36.0,Good,3.0,Good,61.0,Moderate,Biassono,Italy,45.6333,9.2667
Japan,Bibai,44.0,Good,1.0,Good,32.0,Good,3.0,Good,44.0,Good,Bibai,Japan,43.3333,141.85
Italy,Bibbiena,57.0,Moderate,1.0,Good,57.0,Moderate,0.0,Good,53.0,Moderate,Bibbiena,Italy,43.7,11.8167
Germany,Biberach,63.0,Moderate,1.0,Good,59.0,Moderate,0.0,Good,63.0,Moderate,Biberach,Germany,48.1,9.7833
Ghana,Bibiani,78.0,Moderate,2.0,Good,9.0,Good,1.0,Good,78.0,Moderate,,,,
Brazil,Bicas,36.0,Good,0.0,Good,23.0,Good,0.0,Good,36.0,Good,Bicas,Brazil,-21.725,-43.0589
United Kingdom of Great Britain and Northern Ireland,Bicester,31.0,Good,1.0,Good,31.0,Good,4.0,Good,24.0,Good,Bicester,United Kingdom,51.9,-1.15
Ethiopia,Bichena,148.0,Unhealthy for Sensitive Groups,2.0,Good,22.0,Good,1.0,Good,148.0,Unhealthy for Sensitive Groups,Bichena,Ethiopia,10.45,38.2
India,Bicholim,41.0,Good,1.0,Good,32.0,Good,0.0,Good,41.0,Good,,,,
Hungary,Bicske,66.0,Moderate,1.0,Good,35.0,Good,3.0,Good,66.0,Moderate,Bicske,Hungary,47.4907,18.6363
India,Bid,151.0,Unhealthy,1.0,Good,35.0,Good,0.0,Good,151.0,Unhealthy,,,,
Nigeria,Bida,101.0,Unhealthy for Sensitive Groups,3.0,Good,22.0,Good,1.0,Good,101.0,Unhealthy for Sensitive Groups,Bida,Nigeria,9.0804,6.01
India,Bidar,150.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,150.0,Unhealthy,Bidar,India,17.912,77.52
United States of America,Biddeford,31.0,Good,1.0,Good,31.0,Good,1.0,Good,28.0,Good,Biddeford,United States,43.4673,-70.4511
United Kingdom of Great Britain and Northern Ireland,Bideford,60.0,Moderate,1.0,Good,21.0,Good,5.0,Good,60.0,Moderate,Bideford,United Kingdom,51.016,-4.209
India,Bidhuna,170.0,Unhealthy,4.0,Good,158.0,Unhealthy,1.0,Good,170.0,Unhealthy,,,,
Malaysia,Bidor,51.0,Moderate,1.0,Good,43.0,Good,0.0,Good,51.0,Moderate,,,,
Germany,Biedenkopf,79.0,Moderate,2.0,Good,31.0,Good,6.0,Good,79.0,Moderate,Biedenkopf,Germany,50.9128,8.5322
Switzerland,Biel,56.0,Moderate,1.0,Good,36.0,Good,0.0,Good,56.0,Moderate,,,,
Poland,Bielawa,69.0,Moderate,1.0,Good,21.0,Good,4.0,Good,69.0,Moderate,Bielawa,Poland,50.7,16.6167
Germany,Bielefeld,32.0,Good,0.0,Good,28.0,Good,1.0,Good,32.0,Good,Bielefeld,Germany,52.0211,8.5347
Italy,Biella,90.0,Moderate,1.0,Good,40.0,Good,2.0,Good,90.0,Moderate,Biella,Italy,45.5667,8.0667
Poland,Bielsk Podlaski,37.0,Good,0.0,Good,37.0,Good,0.0,Good,32.0,Good,Bielsk Podlaski,Poland,52.7667,23.2
Poland,Bielsko Biala,83.0,Moderate,2.0,Good,22.0,Good,7.0,Good,83.0,Moderate,,,,
Viet Nam,Bien Hoa,83.0,Moderate,2.0,Good,40.0,Good,2.0,Good,83.0,Moderate,Bien Hoa,Vietnam,10.95,106.8167
Poland,Bierun,52.0,Moderate,1.0,Good,26.0,Good,3.0,Good,52.0,Moderate,Bierun,Poland,50.1333,19.1
Germany,Bietigheim Bissingen,64.0,Moderate,1.0,Good,36.0,Good,2.0,Good,64.0,Moderate,,,,
Kingdom of Eswatini,Big Bend,169.0,Unhealthy,9.0,Good,11.0,Good,6.0,Good,169.0,Unhealthy,,,,
United States of America,Big Rapids,48.0,Good,1.0,Good,29.0,Good,0.0,Good,48.0,Good,,,,
United States of America,Big Spring,61.0,Moderate,1.0,Good,30.0,Good,1.0,Good,61.0,Moderate,Big Spring,United States,32.2389,-101.4799
Turkey,Biga,44.0,Good,1.0,Good,36.0,Good,0.0,Good,44.0,Good,Biga,Turkey,40.2281,27.2422
Philippines,Bigaa,53.0,Moderate,1.0,Good,24.0,Good,0.0,Good,53.0,Moderate,,,,
Senegal,Bignona,122.0,Unhealthy for Sensitive Groups,1.0,Good,22.0,Good,1.0,Good,122.0,Unhealthy for Sensitive Groups,Bignona,Senegal,12.8167,-16.2333
Brazil,Biguacu,96.0,Moderate,3.0,Good,13.0,Good,6.0,Good,96.0,Moderate,Biguacu,Brazil,-27.5,-48.6667
Bosnia and Herzegovina,Bihac,49.0,Good,1.0,Good,32.0,Good,0.0,Good,49.0,Good,Bihac,Bosnia and Herzegovina,44.8167,15.8667
India,Bihar,178.0,Unhealthy,4.0,Good,156.0,Unhealthy,1.0,Good,178.0,Unhealthy,Bihar,India,25.197,85.518
United Republic of Tanzania,Biharamulo,27.0,Good,1.0,Good,17.0,Good,0.0,Good,27.0,Good,Biharamulo,Tanzania,-2.6333,31.3167
India,Bihariganj,150.0,Unhealthy,4.0,Good,35.0,Good,8.0,Good,150.0,Unhealthy,Bihariganj,India,25.7341,86.9884
Japan,Bihoro,37.0,Good,1.0,Good,35.0,Good,1.0,Good,37.0,Good,,,,
India,Bijapur,113.0,Unhealthy for Sensitive Groups,0.0,Good,24.0,Good,0.0,Good,113.0,Unhealthy for Sensitive Groups,Bijapur,India,16.83,75.71
Iran (Islamic Republic of),Bijar,88.0,Moderate,1.0,Good,46.0,Good,0.0,Good,88.0,Moderate,Bijar,Iran,35.8729,47.5993
India,Bijawar,162.0,Unhealthy,2.0,Good,108.0,Unhealthy for Sensitive Groups,0.0,Good,162.0,Unhealthy,Bijawar,India,24.6235,79.4899
India,Bijbiara,99.0,Moderate,1.0,Good,46.0,Good,0.0,Good,99.0,Moderate,Bijbiara,India,33.7938,75.107
Bosnia and Herzegovina,Bijeljina,76.0,Moderate,1.0,Good,35.0,Good,2.0,Good,76.0,Moderate,Bijeljina,Bosnia and Herzegovina,44.7569,19.2161
China,Bijie,81.0,Moderate,2.0,Good,26.0,Good,6.0,Good,81.0,Moderate,Bijie,China,27.284,105.292
India,Bijni,126.0,Unhealthy for Sensitive Groups,4.0,Good,27.0,Good,6.0,Good,126.0,Unhealthy for Sensitive Groups,Bijni,India,26.4959,90.703
India,Bijnor,168.0,Unhealthy,3.0,Good,168.0,Unhealthy,1.0,Good,151.0,Unhealthy,Bijnor,India,29.37,78.13
India,Bikaner,500.0,Hazardous,1.0,Good,36.0,Good,0.0,Good,500.0,Hazardous,Bikaner,India,28.0181,73.3169
India,Bikapur,162.0,Unhealthy,4.0,Good,51.0,Moderate,7.0,Good,162.0,Unhealthy,,,,
Russian Federation,Bikin,31.0,Good,1.0,Good,31.0,Good,0.0,Good,27.0,Good,Bikin,Russia,46.8167,134.2667
India,Bikramganj,316.0,Hazardous,1.0,Good,67.0,Moderate,1.0,Good,271.0,Very Unhealthy,Bikramganj,India,25.2107,84.2551
Ukraine,Bila Tserkva,37.0,Good,1.0,Good,37.0,Good,1.0,Good,16.0,Good,Bila Tserkva,Ukraine,49.7989,30.1153
India,Bilara,183.0,Unhealthy,1.0,Good,32.0,Good,0.0,Good,183.0,Unhealthy,Bilara,India,26.1792,73.7056
India,Bilari,500.0,Hazardous,4.0,Good,158.0,Unhealthy,4.0,Good,457.0,Hazardous,,,,
India,Bilasipara,50.0,Good,2.0,Good,41.0,Good,0.0,Good,50.0,Good,Bilasipara,India,26.2328,90.2341
India,Bilaspur,111.0,Unhealthy for Sensitive Groups,2.0,Good,110.0,Unhealthy for Sensitive Groups,0.0,Good,111.0,Unhealthy for Sensitive Groups,Bilaspur,India,30.32,77.32
India,Bilaspur,111.0,Unhealthy for Sensitive Groups,2.0,Good,110.0,Unhealthy for Sensitive Groups,0.0,Good,111.0,Unhealthy for Sensitive Groups,Bilaspur,India,31.33,76.75
India,Bilaspur,111.0,Unhealthy for Sensitive Groups,2.0,Good,110.0,Unhealthy for Sensitive Groups,0.0,Good,111.0,Unhealthy for Sensitive Groups,Bilaspur,India,22.09,82.15
India,Bilaua,190.0,Unhealthy,1.0,Good,38.0,Good,0.0,Good,190.0,Unhealthy,Bilaua,India,26.0501,78.2752
Spain,Bilbao,40.0,Good,1.0,Good,40.0,Good,0.0,Good,18.0,Good,Bilbao,Spain,43.2569,-2.9236
Bosnia and Herzegovina,Bileca,67.0,Moderate,1.0,Good,34.0,Good,0.0,Good,67.0,Moderate,Bileca,Bosnia and Herzegovina,42.8667,18.4333
Turkey,Bilecik,56.0,Moderate,1.0,Good,36.0,Good,0.0,Good,56.0,Moderate,Bilecik,Turkey,40.1431,29.9792
India,Bilgi,125.0,Unhealthy for Sensitive Groups,1.0,Good,32.0,Good,1.0,Good,125.0,Unhealthy for Sensitive Groups,Bilgi,India,16.3472,75.6181
Poland,Bilgoraj,59.0,Moderate,1.0,Good,37.0,Good,1.0,Good,59.0,Moderate,Bilgoraj,Poland,50.55,22.7333
India,Bilgram,161.0,Unhealthy,3.0,Good,59.0,Moderate,6.0,Good,161.0,Unhealthy,,,,
India,Bilhaur,173.0,Unhealthy,4.0,Good,45.0,Good,9.0,Good,173.0,Unhealthy,,,,
India,Bilimora,136.0,Unhealthy for Sensitive Groups,0.0,Good,21.0,Good,0.0,Good,136.0,Unhealthy for Sensitive Groups,Bilimora,India,20.75,72.95
Czechia,Bilina,79.0,Moderate,1.0,Good,32.0,Good,4.0,Good,79.0,Moderate,Bilina,Czechia,50.5481,13.7761
India,Bilkha,151.0,Unhealthy,0.0,Good,32.0,Good,0.0,Good,151.0,Unhealthy,,,,
Germany,Billerbeck,33.0,Good,1.0,Good,33.0,Good,2.0,Good,26.0,Good,Billerbeck,Germany,51.9792,7.295
France,Billere,37.0,Good,1.0,Good,37.0,Good,1.0,Good,21.0,Good,Billere,France,43.3031,-0.3906
United States of America,Billerica,40.0,Good,1.0,Good,36.0,Good,1.0,Good,40.0,Good,Billerica,United States,42.5587,-71.2673
United Kingdom of Great Britain and Northern Ireland,Billericay,53.0,Moderate,0.0,Good,35.0,Good,2.0,Good,53.0,Moderate,Billericay,United Kingdom,51.628,0.4184
United Kingdom of Great Britain and Northern Ireland,Billingham,56.0,Moderate,1.0,Good,12.0,Good,12.0,Good,56.0,Moderate,Billingham,United Kingdom,54.61,-1.27
United States of America,Billings,40.0,Good,1.0,Good,24.0,Good,4.0,Good,40.0,Good,Billings,United States,45.7891,-108.5526
India,Biloli,96.0,Moderate,1.0,Good,31.0,Good,0.0,Good,96.0,Moderate,,,,
Ukraine,Bilopillya,36.0,Good,1.0,Good,36.0,Good,0.0,Good,10.0,Good,Bilopillya,Ukraine,51.1458,34.3117
United States,Biloxi,27.0,Good,0.0,Good,27.0,Good,2.0,Good,22.0,Good,Biloxi,United States,30.4426,-88.9514
India,Bilsanda,154.0,Unhealthy,4.0,Good,21.0,Good,10.0,Good,154.0,Unhealthy,,,,
India,Bilsi,164.0,Unhealthy,3.0,Good,164.0,Unhealthy,3.0,Good,164.0,Unhealthy,,,,
Chad,Biltine,74.0,Moderate,1.0,Good,25.0,Good,0.0,Good,74.0,Moderate,Biltine,Chad,14.5275,20.9267
Ukraine,Bilyayivka,44.0,Good,1.0,Good,44.0,Good,0.0,Good,10.0,Good,,,,
Belgium,Bilzen,50.0,Good,1.0,Good,30.0,Good,3.0,Good,50.0,Good,Bilzen,Belgium,50.8667,5.5167
Indonesia,Bima,25.0,Good,1.0,Good,25.0,Good,0.0,Good,24.0,Good,Bima,Indonesia,-8.46,118.7267
Democratic Republic of the Congo,Bimbo,62.0,Moderate,3.0,Good,16.0,Good,0.0,Good,62.0,Moderate,Bimbo,Central African Republic,4.2558,18.4042
Tunisia,Bin Qirdan,167.0,Unhealthy,1.0,Good,40.0,Good,2.0,Good,167.0,Unhealthy,,,,
India,Bina Etawa,176.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,176.0,Unhealthy,,,,
Philippines,Binalbagan,75.0,Moderate,1.0,Good,18.0,Good,0.0,Good,75.0,Moderate,Binalbagan,Philippines,10.2,122.87
Philippines,Binangonan,52.0,Moderate,1.0,Good,25.0,Good,1.0,Good,52.0,Moderate,Binangonan,Philippines,14.4514,121.1919
Belgium,Binche,57.0,Moderate,1.0,Good,25.0,Good,5.0,Good,57.0,Moderate,Binche,Belgium,50.4,4.1667
India,Bindki,180.0,Unhealthy,4.0,Good,101.0,Unhealthy for Sensitive Groups,6.0,Good,180.0,Unhealthy,Bindki,India,26.03,80.6
Zimbabwe,Bindura,93.0,Moderate,5.0,Good,14.0,Good,3.0,Good,93.0,Moderate,Bindura,Zimbabwe,-17.3,31.3333
Democratic Republic of the Congo,Binga,70.0,Moderate,2.0,Good,15.0,Good,0.0,Good,70.0,Moderate,Binga,Congo (Kinshasa),2.4,20.42
Germany,Bingen,53.0,Moderate,1.0,Good,27.0,Good,3.0,Good,53.0,Moderate,,,,
Côte d'Ivoire,Bingerville,56.0,Moderate,1.0,Good,21.0,Good,1.0,Good,56.0,Moderate,Bingerville,Côte d’Ivoire,5.35,-3.9
United States of America,Binghamton,40.0,Good,1.0,Good,40.0,Good,1.0,Good,34.0,Good,Binghamton,United States,42.1014,-75.9093
Turkey,Bingol,79.0,Moderate,1.0,Good,44.0,Good,0.0,Good,79.0,Moderate,Bingol,Turkey,38.8861,40.5017
India,Binika,164.0,Unhealthy,1.0,Good,66.0,Moderate,0.0,Good,164.0,Unhealthy,,,,
Indonesia,Binjai,92.0,Moderate,2.0,Good,45.0,Good,0.0,Good,92.0,Moderate,Binjai,Indonesia,3.5986,98.4803
Switzerland,Binningen,87.0,Moderate,1.0,Good,25.0,Good,3.0,Good,87.0,Moderate,Binningen,Switzerland,47.5333,7.5667
Malaysia,Bintulu,51.0,Moderate,1.0,Good,12.0,Good,0.0,Good,51.0,Moderate,Bintulu,Malaysia,3.1733,113.0433
China,Binzhou,182.0,Unhealthy,4.0,Good,182.0,Unhealthy,2.0,Good,135.0,Unhealthy for Sensitive Groups,Binzhou,China,37.383,117.971
Central African Republic,Birao,60.0,Moderate,2.0,Good,7.0,Good,0.0,Good,60.0,Moderate,Birao,Central African Republic,10.294,22.782
Nepal,Biratnagar,67.0,Moderate,2.0,Good,46.0,Good,0.0,Good,67.0,Moderate,Biratnagar,Nepal,26.4542,87.2797
Turkey,Birecik,53.0,Moderate,1.0,Good,48.0,Good,0.0,Good,53.0,Moderate,Birecik,Turkey,37.025,37.9769
Indonesia,Bireun,74.0,Moderate,1.0,Good,31.0,Good,0.0,Good,74.0,Moderate,,,,
Nepal,Birganj,231.0,Very Unhealthy,3.0,Good,147.0,Unhealthy for Sensitive Groups,1.0,Good,231.0,Very Unhealthy,Birganj,Nepal,27.0,84.8667
Brazil,Birigui,60.0,Moderate,1.0,Good,24.0,Good,0.0,Good,60.0,Moderate,Birigui,Brazil,-21.2886,-50.34
Algeria,Birin,39.0,Good,1.0,Good,39.0,Good,3.0,Good,36.0,Good,,,,
Brazil,Biritiba Mirim,64.0,Moderate,1.0,Good,28.0,Good,2.0,Good,64.0,Moderate,,,,
Iran (Islamic Republic of),Birjand,138.0,Unhealthy for Sensitive Groups,0.0,Good,43.0,Good,0.0,Good,138.0,Unhealthy for Sensitive Groups,Birjand,Iran,32.8744,59.2161
Germany,Birkenau,58.0,Moderate,1.0,Good,36.0,Good,3.0,Good,58.0,Moderate,Birkenau,Germany,49.5625,8.7069
Germany,Birkenfeld,31.0,Good,0.0,Good,31.0,Good,1.0,Good,27.0,Good,Birkenfeld,Germany,48.8697,8.6361
United Kingdom,Birkenhead,34.0,Good,1.0,Good,34.0,Good,4.0,Good,22.0,Good,Birkenhead,United Kingdom,53.393,-3.014
Denmark,Birkerod,36.0,Good,1.0,Good,36.0,Good,1.0,Good,26.0,Good,Birkerod,Denmark,55.8333,12.4333
Malta,Birkirkara,45.0,Good,1.0,Good,45.0,Good,0.0,Good,28.0,Good,Birkirkara,Malta,35.8967,14.4625
United States of America,Birmingham,86.0,Moderate,2.0,Good,18.0,Good,18.0,Good,86.0,Moderate,Birmingham,United States,33.5279,-86.7971
United States of America,Birmingham,86.0,Moderate,2.0,Good,18.0,Good,18.0,Good,86.0,Moderate,Birmingham,United States,42.5446,-83.2166
United States of America,Birmingham,86.0,Moderate,2.0,Good,18.0,Good,18.0,Good,86.0,Moderate,Birmingham,United Kingdom,52.48,-1.9025
India,Birmitrapur,165.0,Unhealthy,1.0,Good,109.0,Unhealthy for Sensitive Groups,1.0,Good,165.0,Unhealthy,Birmitrapur,India,22.4,84.7667
Nigeria,Birnin Kebbi,61.0,Moderate,2.0,Good,13.0,Good,3.0,Good,61.0,Moderate,Birnin Kebbi,Nigeria,12.4504,4.1999
Russian Federation,Birobidzhan,41.0,Good,1.0,Good,31.0,Good,0.0,Good,41.0,Good,Birobidzhan,Russia,48.8,132.9333
India,Birpur,204.0,Very Unhealthy,3.0,Good,100.0,Unhealthy for Sensitive Groups,0.0,Good,204.0,Very Unhealthy,Birpur,India,32.6617,74.9518
India,Birpur,204.0,Very Unhealthy,3.0,Good,100.0,Unhealthy for Sensitive Groups,0.0,Good,204.0,Very Unhealthy,Birpur,India,26.5767,86.0379
India,Birpur,204.0,Very Unhealthy,3.0,Good,100.0,Unhealthy for Sensitive Groups,0.0,Good,204.0,Very Unhealthy,Birpur,India,25.5209,85.4614
India,Birpur,204.0,Very Unhealthy,3.0,Good,100.0,Unhealthy for Sensitive Groups,0.0,Good,204.0,Very Unhealthy,Birpur,India,25.5181,86.0826
India,Birpur,204.0,Very Unhealthy,3.0,Good,100.0,Unhealthy for Sensitive Groups,0.0,Good,204.0,Very Unhealthy,Birpur,India,26.5082,87.0119
Germany,Birsfelden,44.0,Good,1.0,Good,24.0,Good,2.0,Good,44.0,Good,Birsfelden,Switzerland,47.5533,7.6233
Russian Federation,Birsk,41.0,Good,1.0,Good,41.0,Good,0.0,Good,7.0,Good,Birsk,Russia,55.4167,55.5333
India,Birur,21.0,Good,1.0,Good,21.0,Good,0.0,Good,18.0,Good,Birur,India,13.5972,75.9717
Lithuania,Birzai,33.0,Good,1.0,Good,33.0,Good,0.0,Good,24.0,Good,Birzai,Lithuania,56.2,24.75
India,Bisalpur,500.0,Hazardous,1.0,Good,77.0,Moderate,1.0,Good,480.0,Hazardous,,,,
India,Bisauli,155.0,Unhealthy,3.0,Good,99.0,Moderate,1.0,Good,155.0,Unhealthy,,,,
Italy,Bisceglie,45.0,Good,1.0,Good,45.0,Good,1.0,Good,23.0,Good,Bisceglie,Italy,41.2431,16.5053
France,Bischheim,65.0,Moderate,1.0,Good,23.0,Good,4.0,Good,65.0,Moderate,Bischheim,France,48.6144,7.7528
Germany,Bischofsheim,64.0,Moderate,1.0,Good,64.0,Moderate,0.0,Good,59.0,Moderate,Bischofsheim,Germany,49.9833,8.35
Austria,Bischofshofen,26.0,Good,0.0,Good,26.0,Good,1.0,Good,17.0,Good,Bischofshofen,Austria,47.4172,13.2194
Germany,Bischofswerda,82.0,Moderate,1.0,Good,35.0,Good,2.0,Good,82.0,Moderate,Bischofswerda,Germany,51.1275,14.1797
France,Bischwiller,34.0,Good,1.0,Good,34.0,Good,1.0,Good,28.0,Good,Bischwiller,France,48.7667,7.8575
Russian Federation,Bisert,31.0,Good,1.0,Good,31.0,Good,0.0,Good,21.0,Good,,,,
India,Bishna,140.0,Unhealthy for Sensitive Groups,2.0,Good,127.0,Unhealthy for Sensitive Groups,0.0,Good,140.0,Unhealthy for Sensitive Groups,,,,
South Africa,Bisho,57.0,Moderate,1.0,Good,27.0,Good,1.0,Good,57.0,Moderate,,,,
